sampled,Date,River SectioNo,SegmeNot,TraNosect,FB Yes_No,Time,WaypoiNot,Coord No,Coord E,Dom_Sub,SubDom_Sub,Embedded,VegetatioNo,Area Sampled,ChiNoook,NoPM,Stickleback,SculpiNo,Dace,Sucker,Site
no,05/26/2013,3,7,297,No,,,,,,,,,,,,,,,,75
no,05/26/2013,3,7,297,No,,,,,,,,,,,,,,,,75
no,05/29/2013,2,3,150,Yes,,,,,,,,,,,,,,,,38
no,05/29/2013,2,3,150,No,,,,,,,,,,,,,,,,38
no,05/29/2013,2,3,150,No,,,,,,,,,,,,,,,,38
no,05/29/2013,2,4,183,No,,,,,,,,,,,,,,,,46
no,05/29/2013,2,4,183,No,,,,,,,,,,,,,,,,46
no,05/30/2013,2,3,135,No,,,,,,,,,,,,,,,,34
no,05/30/2013,2,3,135,No,,,,,,,,,,,,,,,,34
no,05/30/2013,2,3,140,No,,,,,,,,,,,,,,,,35
no,05/30/2013,2,3,140,No,,,,,,,,,,,,,,,,35
no,05/30/2013,2,3,140,No,,,,,,,,,,,,,,,,35
no,05/31/2013,1,2,111,Yes,,,,,,,,,,,,,,,,28
no,06/01/2013,1,1,29,Yes,,,,,,,,,,,,,,,,8
no,06/01/2013,1,1,29,Yes,,,,,,,,,,,,,,,,8
no,06/01/2013,1,1,31,Yes,,,,,,,,,,,,,,,,8
no,06/01/2013,1,2,64,No,,,,,,,,,,,,,,,,16
no,06/04/2013,3,7,279,Yes,,,,,,,,,,,,,,,,70
no,06/04/2013,3,7,279,Yes,,,,,,,,,,,,,,,,70
no,06/04/2013,3,7,294,Yes,,,,,,,,,,,,,,,,74
no,06/04/2013,3,7,294,Yes,,,,,,,,,,,,,,,,74
no,06/08/2013,1,1,46,No,,,,,,,,,,,,,,,,12
no,06/08/2013,1,1,49,No,,,,,,,,,,,,,,,,13
no,06/08/2013,3,8,343,No,,,,,,,,,,,,,,,,86
no,06/08/2013,3,8,343,Yes,,,,,,,,,,,,,,,,86
no,06/08/2013,3,8,343,No,,,,,,,,,,,,,,,,86
no,06/08/2013,3,8,348,Yes,,,,,,,,,,,,,,,,87
no,06/08/2013,3,8,348,No,,,,,,,,,,,,,,,,87
no,06/08/2013,3,8,359,No,,,,,,,,,,,,,,,,90
no,06/08/2013,3,8,359,No,,,,,,,,,,,,,,,,90
no,06/09/2013,3,7,278,No,,,,,,,,,,,,,,,,70
